manga_id,chapter_id,volume,chapter_number,translated_language,publish_at,readable_at,pages
db1f4c31-f92f-4f4f-a8c6-fc898e432888,21e4cff7-ddd1-4a04-a8cf-6b3570836afb,1,1,ro,2026-09-20T14:24:26+00:00,2026-09-20T14:24:26+00:00,21
dd16dbbc-c317-4f62-8cf5-3525b4083aab,ae9041cc-4a3c-47eb-837a-be09ad6d7d40,,1,en,2026-08-22T23:41:24+00:00,2026-08-22T23:41:24+00:00,32
dd16dbbc-c317-4f62-8cf5-3525b4083aab,226ba714-ae19-4cdf-a6ef-41c5984f8b4a,,2,en,2026-08-22T23:46:15+00:00,2026-08-22T23:46:15+00:00,25
dd16dbbc-c317-4f62-8cf5-3525b4083aab,7456a8f4-1dd8-44c4-9a5a-37ae98925890,,3,en,2026-08-22T23:55:15+00:00,2026-08-22T23:55:15+00:00,27
dd16dbbc-c317-4f62-8cf5-3525b4083aab,34fe8a25-65b0-43c6-8079-dc24c633bfbf,,4,en,2026-08-23T00:07:15+00:00,2026-08-23T00:07:15+00:00,28
e7a92445-d4ee-411a-8680-17dfd699ee5f,45f57a2a-b39c-41c9-88e7-f1f1d5c7b622,,1,pt-br,2026-09-09T23:56:16+00:00,2026-09-09T23:56:16+00:00,22
e7a92445-d4ee-411a-8680-17dfd699ee5f,0e8e29cc-ae96-4017-8b96-561d02c44d75,,2,pt-br,2026-09-11T18:14:29+00:00,2026-09-11T18:14:29+00:00,15
e7a92445-d4ee-411a-8680-17dfd699ee5f,4e8906d3-64ca-4a04-8356-20e86898bf61,,3,pt-br,2026-09-14T20:56:16+00:00,2026-09-14T20:56:16+00:00,16
e7a92445-d4ee-411a-8680-17dfd699ee5f,ce3e132c-ed8e-405f-b29b-0bc1ffaea855,,4,pt-br,2026-09-15T20:11:17+00:00,2026-09-15T20:11:17+00:00,18
f8c98885-7da1-4a6f-9954-74cd8350c9e4,9847f381-74f9-4d97-a762-85b46e7200bc,,1,pt-br,2025-12-10T00:48:39+00:00,2025-12-10T00:48:39+00:00,60
f8c98885-7da1-4a6f-9954-74cd8350c9e4,d76fd22b-4cca-448b-be9a-7c4df1150f71,,2,pt-br,2025-12-10T00:52:05+00:00,2025-12-10T00:52:05+00:00,69
fa6793c8-7523-4f4a-93a1-1f44fd8110c4,fd3423c0-5d42-4c8a-8783-da4c0342e6f6,,,en,2023-04-28T21:32:18+00:00,2023-04-28T21:32:18+00:00,3
fa6793c8-7523-4f4a-93a1-1f44fd8110c4,fd5b57c6-5df3-41c3-b7d9-e42b981fd5d2,,,id,2023-04-30T01:08:40+00:00,2023-04-30T01:08:40+00:00,2
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,e3d4e69e-2a83-4492-9603-507fbff406e7,,1,es-la,2026-08-09T16:44:05+00:00,2026-08-09T16:44:05+00:00,95
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,3d2420cb-c57d-41ae-8bdc-db0b807a906d,,2,es-la,2026-08-13T23:29:07+00:00,2026-08-13T23:29:07+00:00,36
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,8eb835d5-3427-449e-aef9-6165ecc13d08,,3,es-la,2026-08-15T14:18:56+00:00,2026-08-15T14:18:56+00:00,39
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,7f96a506-e8ab-4ddb-a0a5-a20ec2940684,,4,es-la,2026-08-16T20:38:26+00:00,2026-08-16T20:38:26+00:00,32
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,1c488b1c-086f-4a4b-be08-455a841ab3a3,,5,es-la,2026-08-18T15:03:17+00:00,2026-08-18T15:03:17+00:00,36
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,d1157bea-3572-4f4c-a487-da353d350282,,6,es-la,2026-08-18T15:04:53+00:00,2026-08-18T15:04:53+00:00,24
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,f4f98d4f-91c9-4339-8861-72cf4e48061a,,7,es-la,2026-08-18T21:01:30+00:00,2026-08-18T21:01:30+00:00,24
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,4a57aac4-5d52-4a52-a1e5-a6f2fdfa12cc,,8,es-la,2026-08-19T20:11:29+00:00,2026-08-19T20:11:29+00:00,50
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,39627ac5-741d-43f6-98ac-07b316c8c254,,9,es-la,2026-08-30T18:39:17+00:00,2026-08-30T18:39:17+00:00,73
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,c2e6e9f5-01b5-4ee9-9c09-cd92b56be9a3,,10,es-la,2026-09-07T21:14:34+00:00,2026-09-07T21:14:34+00:00,85
fcea68c1-e1fb-41bd-8eb0-3cd8d6d97e7e,3c2d92d5-075e-4a16-98b5-1e8f10b78639,,11,es-la,2026-09-07T22:57:09+00:00,2026-09-07T22:57:09+00:00,34
